id;category_code;category;title;date;author_1;author_2;author_3;author_4;author_5;summary;link
arXiv:cs/9801101;[cs.AI];Computer Science > Artificial Intelligence;Incremental Recompilation of Knowledge;[Submitted on 1 Jan 1998];G. Gogic;C. H. Papadimitriou;M. Sideri;;;"Approximating a general formula from above and below by Horn formulas (itsHorn envelope and Horn core, respectively) was proposed by Selman and Kautz(1991, 1996) as a form of ``knowledge compilation,'' supporting rapidapproximate reasoning; on the negative side, this scheme is static in that itsupports no updates, and has certain complexity drawbacks pointed out byKavvadias, Papadimitriou and Sideri (1993). On the other hand, the manyframeworks and schemes proposed in the literature for theory update andrevision are plagued by serious complexity-theoretic impediments, even in theHorn case, as was pointed out by Eiter and Gottlob (1992), and is furtherdemonstrated in the present paper. More fundamentally, these schemes are notinductive, in that they may lose in a single update any positive properties ofthe represented sets of formulas (small size, Horn structure, etc.). In thispaper we propose a new scheme, incremental recompilation, which combines Hornapproximation and model-based updates; this scheme is inductive and veryefficient, free of the problems facing its constituents. A set of formulas isrepresented by an upper and lower Horn approximation. To update, we replace theupper Horn formula by the Horn envelope of its minimum-change update, andsimilarly the lower one by the Horn core of its update; the key fact whichenables this scheme is that Horn envelopes and cores are easy to compute whenthe underlying formula is the result of a minimum-change update of a Hornformula by a clause. We conjecture that efficient algorithms are possible formore complex updates.";https://arxiv.org/abs/cs/9801101
arXiv:cs/9809121;[cs.IR];Computer Science > Information Retrieval;Using Local Optimality Criteria for Efficient Information Retrieval with Redundant Information Filters;[Submitted on 29 Sep 1998];Neil C. Rowe;;;;;"We consider information retrieval when the data, for instance multimedia, iscoputationally expensive to fetch. Our approach uses ""information filters"" toconsiderably narrow the universe of possiblities before retrieval. We areespecially interested in redundant information filters that save time over moregeneral but more costly filters. Efficient retrieval requires that decisionmust be made about the necessity, order, and concurrent processing of proposedfilters (an ""execution plan""). We develop simple polynomial-time local criteriafor optimal execution plans, and show that most forms of concurrency aresuboptimal with information filters. Although the general problem of finding anoptimal execution plan is likely exponential in the number of filters, we showexperimentally that our local optimality criteria, used in a polynomial-timealgorithm, nearly always find the global optimum with 15 filters or less, asufficient number of filters for most applications. Our methods do not requirespecial hardware and avoid the high processor idleness that is characteristicof massive parallelism solutions to this problem. We apply our ideas to animportant application, information retrieval of cpationed data usingnatural-language understanding, a problem for which the natural-languageprocessing can be the bottleneck if not implemented well.";https://arxiv.org/abs/cs/9809121
arXiv:cs/9809110;[cs.CL];Computer Science > Computation and Language;Similarity-Based Models of Word Cooccurrence Probabilities;[Submitted on 27 Sep 1998];Ido Dagan;Lillian Lee;Fernando C. N. Pereira;;;In many applications of natural language processing (NLP) it is necessary todetermine the likelihood of a given word combination. For example, a speechrecognizer may need to determine which of the two word combinations ``eat apeach'' and ``eat a beach'' is more likely. Statistical NLP methods determinethe likelihood of a word combination from its frequency in a training corpus.However, the nature of language is such that many word combinations areinfrequent and do not occur in any given corpus. In this work we propose amethod for estimating the probability of such previously unseen wordcombinations using available information on ``most similar'' words.;https://arxiv.org/abs/cs/9809110
arXiv:cs/9809108;[cs.MA];Computer Science > Multiagent Systems;Learning Nested Agent Models in an Information Economy;[Submitted on 26 Sep 1998];Jose M. Vidal;Edmund H. Durfee;;;;We present our approach to the problem of how an agent, within an economicMulti-Agent System, can determine when it should behave strategically (i.e.learn and use models of other agents), and when it should act as a simpleprice-taker. We provide a framework for the incremental implementation ofmodeling capabilities in agents, and a description of the forms of knowledgerequired. The agents were implemented and different populations simulated inorder to learn more about their behavior and the merits of using and learningagent models. Our results show, among other lessons, how savvy buyers can avoidbeing ``cheated'' by sellers, how price volatility can be used toquantitatively predict the benefits of deeper models, and how specific types ofagent populations influence system behavior.;https://arxiv.org/abs/cs/9809108
arXiv:cs/9809034;[cs.MA];Computer Science > Multiagent Systems;Semantics and Conversations for an Agent Communication Language;[Submitted on 18 Sep 1998];Yannis Labrou;Tim Finin;;;;We address the issues of semantics and conversations for agent communicationlanguages and the Knowledge Query Manipulation Language (KQML) in particular.Based on ideas from speech act theory, we present a semantic description forKQML that associates ``cognitive'' states of the agent with the use of thelanguage's primitives (performatives). We have used this approach to describethe semantics for the whole set of reserved KQML performatives. Building on thesemantics, we devise the conversation policies, i.e., a formal description ofhow KQML performatives may be combined into KQML exchanges (conversations),using a Definite Clause Grammar. Our research offers methods for a speech acttheory-based semantic description of a language of communication acts and forthe specification of the protocols associated with these acts. Languages ofcommunication acts address the issue of communication among softwareapplications at a level of abstraction that is useful to the emerging softwareagents paradigm.;https://arxiv.org/abs/cs/9809034
arXiv:cs/9809032;[cs.LO];Computer Science > Logic in Computer Science;Stable models and an alternative logic programming paradigm;[Submitted on 18 Sep 1998];Victor W. Marek;Miroslaw Truszczynski;;;;In this paper we reexamine the place and role of stable model semantics inlogic programming and contrast it with a least Herbrand model approach to Hornprograms. We demonstrate that inherent features of stable model semanticsnaturally lead to a logic programming system that offers an interestingalternative to more traditional logic programming styles of Horn logicprogramming, stratified logic programming and logic programming withwell-founded semantics. The proposed approach is based on the interpretation ofprogram clauses as constraints. In this setting programs do not describe asingle intended model, but a family of stable models. These stable modelsencode solutions to the constraint satisfaction problem described by theprogram. Our approach imposes restrictions on the syntax of logic programs. Inparticular, function symbols are eliminated from the language. We argue thatthe resulting logic programming system is well-attuned to problems in the classNP, has a well-defined domain of applications, and an emerging methodology ofprogramming. We point out that what makes the whole approach viable is recentprogress in implementations of algorithms to compute stable models ofpropositional logic programs.;https://arxiv.org/abs/cs/9809032
arXiv:cs/9809013;[cs.AI];Computer Science > Artificial Intelligence;Reasoning about Noisy Sensors and Effectors in the Situation Calculus;[Submitted on 9 Sep 1998];Fahiem Bacchus;Joseph Y. Halpern;Hector J. Levesque;;;Agents interacting with an incompletely known world need to be able to reasonabout the effects of their actions, and to gain further information about thatworld they need to use sensors of some sort. Unfortunately, both the effects ofactions and the information returned from sensors are subject to error. To copewith such uncertainties, the agent can maintain probabilistic beliefs about thestate of the world. With probabilistic beliefs the agent will be able toquantify the likelihood of the various outcomes of its actions and is betterable to utilize the information gathered from its error-prone actions andsensors. In this paper, we present a model in which we can reason about anagent's probabilistic degrees of belief and the manner in which these beliefschange as various actions are executed. We build on a general logical theory ofaction developed by Reiter and others, formalized in the situation calculus. Wepropose a simple axiomatization that captures an agent's state of belief andthe manner in which these beliefs change when actions are executed. Our modeldisplays a number of intuitively reasonable properties.;https://arxiv.org/abs/cs/9809013
arXiv:cs/9808001;[cs.CC];Computer Science > Computational Complexity;Chess Pure Strategies are Probably Chaotic;[Submitted on 21 Aug 1998];M. Chaves;;;;;It is odd that chess grandmasters often disagree in their analysis ofpositions, sometimes even of simple ones, and that a grandmaster can hold hisown against an powerful analytic machine such as Deep Blue. The fact that theremust exist pure winning strategies for chess is used to construct a controlstrategy function. It is then shown that chess strategy is equivalent to anautonomous system of differential equations, and conjectured that the system ischaotic. If true the conjecture would explain the forenamed peculiarities andwould also imply that there cannot exist a static evaluator for chess.;https://arxiv.org/abs/cs/9808001
arXiv:cs/9808101;[cs.AI];Computer Science > Artificial Intelligence;The Computational Complexity of Probabilistic Planning;[Submitted on 1 Aug 1998];M. L. Littman;J. Goldsmith;M. Mundhenk;;;"We examine the computational complexity of testing and finding small plans inprobabilistic planning domains with both flat and propositionalrepresentations. The complexity of plan evaluation and existence varies withthe plan type sought; we examine totally ordered plans, acyclic plans, andlooping plans, and partially ordered plans under three natural definitions ofplan value. We show that problems of interest are complete for a variety ofcomplexity classes: PL, P, NP, co-NP, PP, NP^PP, co-NP^PP, and PSPACE. In theprocess of proving that certain planning problems are complete for NP^PP, weintroduce a new basic NP^PP-complete problem, E-MAJSAT, which generalizes thestandard Boolean satisfiability problem to computations involving probabilisticquantities; our results suggest that the development of good heuristics forE-MAJSAT could be important for the creation of efficient algorithms for a widevariety of problems.";https://arxiv.org/abs/cs/9808101
arXiv:cs/9808006;[cs.AI];Computer Science > Artificial Intelligence;Set-Theoretic Completeness for Epistemic and Conditional Logic;[Submitted on 28 Aug 1998 (;Joseph Y. Halpern;;;;;The standard approach to logic in the literature in philosophy andmathematics, which has also been adopted in computer science, is to define alanguage (the syntax), an appropriate class of models together with aninterpretation of formulas in the language (the semantics), a collection ofaxioms and rules of inference characterizing reasoning (the proof theory), andthen relate the proof theory to the semantics via soundness and completenessresults. Here we consider an approach that is more common in the economicsliterature, which works purely at the semantic, set-theoretic level. We provideset-theoretic completeness results for a number of epistemic and conditionallogics, and contrast the expressive power of the syntactic and set-theoreticapproaches;https://arxiv.org/abs/cs/9808006
arXiv:cs/9808007;[cs.AI];Computer Science > Artificial Intelligence;Plausibility Measures and Default Reasoning;[Submitted on 29 Aug 1998];Nir Friedman;Joseph Y. Halpern;;;;We introduce a new approach to modeling uncertainty based on plausibilitymeasures. This approach is easily seen to generalize other approaches tomodeling uncertainty, such as probability measures, belief functions, andpossibility measures. We focus on one application of plausibility measures inthis paper: default reasoning. In recent years, a number of different semanticsfor defaults have been proposed, such as preferential structures,$\epsilon$-semantics, possibilistic structures, and $\kappa$-rankings, thathave been shown to be characterized by the same set of axioms, known as the KLMproperties. While this was viewed as a surprise, we show here that it is almostinevitable. In the framework of plausibility measures, we can give a necessarycondition for the KLM axioms to be sound, and an additional condition necessaryand sufficient to ensure that the KLM axioms are complete. This additionalcondition is so weak that it is almost always met whenever the axioms aresound. In particular, it is easily seen to hold for all the proposals made inthe literature.;https://arxiv.org/abs/cs/9808007
arXiv:cs/9808005;[cs.AI];Computer Science > Artificial Intelligence;First-Order Conditional Logic Revisited;[Submitted on 28 Aug 1998];Nir Friedman;Joseph Y. Halpern;Daphne Koller;;;Conditional logics play an important role in recent attempts to formulatetheories of default reasoning. This paper investigates first-order conditionallogic. We show that, as for first-order probabilistic logic, it is importantnot to confound statistical conditionals over the domain (such as ``most birdsfly''), and subjective conditionals over possible worlds (such as ``I believethat Tweety is unlikely to fly''). We then address the issue of ascribingsemantics to first-order conditional logic. As in the propositional case, thereare many possible semantics. To study the problem in a coherent way, we useplausibility structures. These provide us with a general framework in whichmany of the standard approaches can be embedded. We show that while thesestandard approaches are all the same at the propositional level, they aresignificantly different in the context of a first-order language. Furthermore,we show that plausibilities provide the most natural extension of conditionallogic to the first-order case: We provide a sound and complete axiomatizationthat contains only the KLM properties and standard axioms of first-order modallogic. We show that most of the other approaches have additional properties,which result in an inappropriate treatment of an infinitary version of thelottery paradox.;https://arxiv.org/abs/cs/9808005
arXiv:cs/9709101;[cs.AI];Computer Science > Artificial Intelligence;Towards Flexible Teamwork;[Submitted on 1 Sep 1997];M. Tambe;;;;;"Many AI researchers are today striving to build agent teams for complex,dynamic multi-agent domains, with intended applications in arenas such aseducation, training, entertainment, information integration, and collectiverobotics. Unfortunately, uncertainties in these complex, dynamic domainsobstruct coherent teamwork. In particular, team members often encounterdiffering, incomplete, and possibly inconsistent views of their environment.Furthermore, team members can unexpectedly fail in fulfilling responsibilitiesor discover unexpected opportunities. Highly flexible coordination andcommunication is key in addressing such uncertainties. Simply fittingindividual agents with precomputed coordination plans will not do, for theirinflexibility can cause severe failures in teamwork, and theirdomain-specificity hinders reusability. Our central hypothesis is that the keyto such flexibility and reusability is providing agents with general models ofteamwork. Agents exploit such models to autonomously reason about coordinationand communication, providing requisite flexibility. Furthermore, the modelsenable reuse across domains, both saving implementation effort and enforcingconsistency. This article presents one general, implemented model of teamwork,called STEAM. The basic building block of teamwork in STEAM is joint intentions(Cohen & Levesque, 1991b); teamwork in STEAM is based on agents' building up a(partial) hierarchy of joint intentions (this hierarchy is seen to parallelGrosz & Kraus's partial SharedPlans, 1996). Furthermore, in STEAM, team membersmonitor the team's and individual members' performance, reorganizing the teamas necessary. Finally, decision-theoretic communication selectivity in STEAMensures reduction in communication overheads of teamwork, with appropriatesensitivity to the environmental conditions. This article describes STEAM'sapplication in three different complex domains, and presents detailed empiricalresults.";https://arxiv.org/abs/cs/9709101
arXiv:cs/9707102;[cs.AI];Computer Science > Artificial Intelligence;Eight Maximal Tractable Subclasses of Allen's Algebra with Metric Time;[Submitted on 1 Jul 1997];T. Drakengren;P. Jonsson;;;;This paper combines two important directions of research in temporalresoning: that of finding maximal tractable subclasses of Allen's intervalalgebra, and that of reasoning with metric temporal information. Eight newmaximal tractable subclasses of Allen's interval algebra are presented, some ofthem subsuming previously reported tractable algebras. The algebras allow formetric temporal constraints on interval starting or ending points, using therecent framework of Horn DLRs. Two of the algebras can express the notion ofsequentiality between intervals, being the first such algebras admitting bothqualitative and metric time.;https://arxiv.org/abs/cs/9707102
arXiv:cs/9707101;[cs.AI];Computer Science > Artificial Intelligence;A New Look at the Easy-Hard-Easy Pattern of Combinatorial Search Difficulty;[Submitted on 1 Jul 1997];D. L. Mammen;T. Hogg;;;;The easy-hard-easy pattern in the difficulty of combinatorial search problemsas constraints are added has been explained as due to a competition between thedecrease in number of solutions and increased pruning. We test the generalityof this explanation by examining one of its predictions: if the number ofsolutions is held fixed by the choice of problems, then increased pruningshould lead to a monotonic decrease in search cost. Instead, we find theeasy-hard-easy pattern in median search cost even when the number of solutionsis held constant, for some search methods. This generalizes previousobservations of this pattern and shows that the existing theory does notexplain the full range of the peak in search cost. In these cases the patternappears to be due to changes in the size of the minimal unsolvable subproblems,rather than changing numbers of solutions.;https://arxiv.org/abs/cs/9707101
arXiv:cs/9706102;[cs.AI];Computer Science > Artificial Intelligence;A Complete Classification of Tractability in RCC-5;[Submitted on 1 Jun 1997];P. Jonsson;T. Drakengren;;;;We investigate the computational properties of the spatial algebra RCC-5which is a restricted version of the RCC framework for spatial reasoning. Thesatisfiability problem for RCC-5 is known to be NP-complete but not much isknown about its approximately four billion subclasses. We provide a completeclassification of satisfiability for all these subclasses into polynomial andNP-complete respectively. In the process, we identify all maximal tractablesubalgebras which are four in total.;https://arxiv.org/abs/cs/9706102
arXiv:cs/9706101;[cs.AI];Computer Science > Artificial Intelligence;Flaw Selection Strategies for Partial-Order Planning;[Submitted on 1 Jun 1997];M. E. Pollack;D. Joslin;M. Paolucci;;;Several recent studies have compared the relative efficiency of alternativeflaw selection strategies for partial-order causal link (POCL) planning. Wereview this literature, and present new experimental results that generalizethe earlier work and explain some of the discrepancies in it. In particular, wedescribe the Least-Cost Flaw Repair (LCFR) strategy developed and analyzed byJoslin and Pollack (1994), and compare it with other strategies, includingGerevini and Schubert's (1996) ZLIFO strategy. LCFR and ZLIFO make verydifferent, and apparently conflicting claims about the most effective way toreduce search-space size in POCL planning. We resolve this conflict, arguingthat much of the benefit that Gerevini and Schubert ascribe to the LIFOcomponent of their ZLIFO strategy is better attributed to other causes. We showthat for many problems, a strategy that combines least-cost flaw selection withthe delay of separable threats will be effective in reducing search-space size,and will do so without excessive computational overhead. Although such astrategy thus provides a good default, we also show that certain domaincharacteristics may reduce its effectiveness.;https://arxiv.org/abs/cs/9706101
arXiv:cs/9705101;[cs.AI];Computer Science > Artificial Intelligence;Query DAGs: A Practical Paradigm for Implementing Belief-Network Inference;[Submitted on 1 May 1997];A. Darwiche;G. Provan;;;;"We describe a new paradigm for implementing inference in belief networks,which consists of two steps: (1) compiling a belief network into an arithmeticexpression called a Query DAG (Q-DAG); and (2) answering queries using a simpleevaluation algorithm. Each node of a Q-DAG represents a numeric operation, anumber, or a symbol for evidence. Each leaf node of a Q-DAG represents theanswer to a network query, that is, the probability of some event of interest.It appears that Q-DAGs can be generated using any of the standard algorithmsfor exact inference in belief networks (we show how they can be generated usingclustering and conditioning algorithms). The time and space complexity of aQ-DAG generation algorithm is no worse than the time complexity of theinference algorithm on which it is based. The complexity of a Q-DAG evaluationalgorithm is linear in the size of the Q-DAG, and such inference amounts to astandard evaluation of the arithmetic expression it represents. The intendedvalue of Q-DAGs is in reducing the software and hardware resources required toutilize belief networks in on-line, real-world applications. The proposedframework also facilitates the development of on-line inference on differentsoftware and hardware platforms due to the simplicity of the Q-DAG evaluationalgorithm. Interestingly enough, Q-DAGs were found to serve other purposes:simple techniques for reducing Q-DAGs tend to subsume relatively complexoptimization techniques for belief-network inference, such as network-pruningand computation-caching.";https://arxiv.org/abs/cs/9705101
arXiv:cs/9811029;[cs.RO];Computer Science > Robotics;A Human - machine interface for teleoperation of arm manipulators in a complex environment;[Submitted on 20 Nov 1998];I. Ivanisevic;V. Lumelsky;;;;This paper discusses the feasibility of using configuration space (C-space)as a means of visualization and control in operator-guided real-time motion ofa robot arm manipulator. The motivation is to improve performance of the humanoperator in tasks involving the manipulator motion in an environment withobstacles. Unlike some other motion planning tasks, operators are known to makeexpensive mistakes in such tasks, even in a simpler two-dimensional case. Theyhave difficulty learning better procedures and their performance improves verylittle with practice. Using an example of a two-dimensional arm manipulator, weshow that translating the problem into C-space improves the operatorperformance rather remarkably, on the order of magnitude compared to the usualwork space control. An interface that makes the transfer possible is described,and an example of its use in a virtual environment is shown.;https://arxiv.org/abs/cs/9811029
arXiv:cs/9811024;[cs.AI];Computer Science > Artificial Intelligence;The Essence of Constraint Propagation;[Submitted on 13 Nov 1998];Krzysztof R. Apt;;;;;We show that several constraint propagation algorithms (also called (local)consistency, consistency enforcing, Waltz, filtering or narrowing algorithms)are instances of algorithms that deal with chaotic iteration. To this end wepropose a simple abstract framework that allows us to classify and comparethese algorithms and to establish in a uniform way their basic properties.;https://arxiv.org/abs/cs/9811024
arXiv:cs/9901016;[cs.LO];Computer Science > Logic in Computer Science;Representation Theory for Default Logic;[Submitted on 28 Jan 1999];Victor Marek;Jan Treur;Miroslaw Truszczynski;;;Default logic can be regarded as a mechanism to represent families of beliefsets of a reasoning agent. As such, it is inherently second-order. In thispaper, we study the problem of representability of a family of theories as theset of extensions of a default theory. We give a complete solution to therepresentability by means of normal default theories. We obtain partial resultson representability by arbitrary default theories. We construct examples ofdenumerable families of non-including theories that are not representable. Wealso study the concept of equivalence between default theories.;https://arxiv.org/abs/cs/9901016
arXiv:cs/9902015;[cs.DL];Computer Science > Digital Libraries;Resource Discovery in Trilogy;[Submitted on 8 Feb 1999];Franck Chevalier;David Harle;Geoffrey Smith;;;"Trilogy is a collaborative project whose key aim is the development of anintegrated virtual laboratory to support research training within eachinstitution and collaborative projects between the partners. In this paper, thearchitecture and underpinning platform of the system is described withparticular emphasis being placed on the structure and the integration of thedistributed database. A key element is the ontology that provides themulti-agent system with a conceptualisation specification of the domain; thisontology is explained, accompanied by a discussion how such a system isintegrated and used within the virtual laboratory. Although in this paper,Telecommunications and in particular Broadband networks are used as exemplars,the underlying system principles are applicable to any domain where acombination of experimental and literature-based resources are required.";https://arxiv.org/abs/cs/9902015
arXiv:cs/9902006;[cs.NE];Computer Science > Neural and Evolutionary Computing;A Discipline of Evolutionary Programming;[Submitted on 2 Feb 1999];Paul Vitanyi;;;;;Genetic fitness optimization using small populations or small populationupdates across generations generally suffers from randomly divergingevolutions. We propose a notion of highly probable fitness optimization throughfeasible evolutionary computing runs on small size populations. Based onrapidly mixing Markov chains, the approach pertains to most types ofevolutionary genetic algorithms, genetic programming and the like. We establishthat for systems having associated rapidly mixing Markov chains and appropriatestationary distributions the new method finds optimal programs (individuals)with probability almost 1. To make the method useful would require a structureddesign methodology where the development of the program and the guarantee ofthe rapidly mixing property go hand in hand. We analyze a simple example toshow that the method is implementable. More significant examples requiretheoretical advances, for example with respect to the Metropolis filter.;https://arxiv.org/abs/cs/9902006
arXiv:cs/9903011;[cs.DS];Computer Science > Data Structures and Algorithms;A complete anytime algorithm for balanced number partitioning;[Submitted on 11 Mar 1999];Stephan Mertens;;;;;Given a set of numbers, the balanced partioning problem is to divide theminto two subsets, so that the sum of the numbers in each subset are as nearlyequal as possible, subject to the constraint that the cardinalities of thesubsets be within one of each other. We combine the balanced largestdifferencing method (BLDM) and Korf's complete Karmarkar-Karp algorithm to geta new algorithm that optimally solves the balanced partitioning problem. Fornumbers with twelve significant digits or less, the algorithm can optimallysolve balanced partioning problems of arbitrary size in practice. For numberswith greater precision, it first returns the BLDM solution, then continues tofind better solutions as time allows.;https://arxiv.org/abs/cs/9903011
arXiv:cs/9905008;[cs.CL];Computer Science > Computation and Language;Inducing a Semantically Annotated Lexicon via EM-Based Clustering;[Submitted on 19 May 1999];Mats Rooth;Stefan Riezler;Detlef Prescher;Glenn Carroll;Franz Beil;We present a technique for automatic induction of slot annotations forsubcategorization frames, based on induction of hidden classes in the EMframework of statistical estimation. The models are empirically evalutated by ageneral decision test. Induction of slot labeling for subcategorization framesis accomplished by a further application of EM, and applied experimentally onframe observations derived from parsing large corpora. We outline aninterpretation of the learned representations as theoretical-linguisticdecompositional lexical entries.;https://arxiv.org/abs/cs/9905008
arXiv:cs/9903002;[cs.SE];Computer Science > Software Engineering;An Algebraic Programming Style for Numerical Software and its Optimization;[Submitted on 1 Mar 1999];T. B. Dinesh;M. Haveraaen;J. Heering;;;The abstract mathematical theory of partial differential equations (PDEs) isformulated in terms of manifolds, scalar fields, tensors, and the like, butthese algebraic structures are hardly recognizable in actual PDE solvers. Thegeneral aim of the Sophus programming style is to bridge the gap between theoryand practice in the domain of PDE solvers. Its main ingredients are a libraryof abstract datatypes corresponding to the algebraic structures used in themathematical theory and an algebraic expression style similar to the expressionstyle used in the mathematical theory. Because of its emphasis on abstractdatatypes, Sophus is most naturally combined with object-oriented languages orother languages supporting abstract datatypes. The resulting source codepatterns are beyond the scope of current compiler optimizations, but aresufficiently specific for a dedicated source-to-source optimizer. The limited,domain-specific, character of Sophus is the key to success here. This kind ofoptimization has been tested on computationally intensive Sophus style codewith promising results. The general approach may be useful for other styles andin other application domains as well.;https://arxiv.org/abs/cs/9903002
arXiv:cs/9906029;[cs.SE];Computer Science > Software Engineering;Events in Property Patterns;[Submitted on 28 Jun 1999 (;M.Chechik;D.Paun;;;;A pattern-based approach to the presentation, codification and reuse ofproperty specifications for finite-state verification was proposed by Dwyer andhis collegues. The patterns enable non-experts to read and write formalspecifications for realistic systems and facilitate easy conversion ofspecifications between formalisms, such as LTL, CTL, QRE. In this paper, weextend the pattern system with events - changes of values of variables in thecontext of LTL.;https://arxiv.org/abs/cs/9906029
arXiv:cs/9906019;[cs.CL];Computer Science > Computation and Language;Resolving Part-of-Speech Ambiguity in the Greek Language Using Learning Techniques;[Submitted on 22 Jun 1999 (;G. Petasis;G. Paliouras;V. Karkaletsis;C. D. Spyropoulos;I. Androutsopoulos;"This article investigates the use of Transformation-Based Error-Drivenlearning for resolving part-of-speech ambiguity in the Greek language. The aimis not only to study the performance, but also to examine its dependence ondifferent thematic domains. Results are presented here for two different testcases: a corpus on ""management succession events"" and a general-theme corpus.The two experiments show that the performance of this method does not depend onthe thematic domain of the corpus, and its accuracy for the Greek language isaround 95%.";https://arxiv.org/abs/cs/9906019
arXiv:cs/9909019;[cs.LO];Computer Science > Logic in Computer Science;Knowledge in Multi-Agent Systems: Initial Configurations and Broadcast;[Submitted on 30 Sep 1999];A. R. Lomuscio;R. van der Meyden;M. D. Ryan;;;The semantic framework for the modal logic of knowledge due to Halpern andMoses provides a way to ascribe knowledge to agents in distributed andmulti-agent systems. In this paper we study two special cases of thisframework: full systems and hypercubes. Both model static situations in whichno agent has any information about another agent's state. Full systems andhypercubes are an appropriate model for the initial configurations of manysystems of interest. We establish a correspondence between full systems andhypercube systems and certain classes of Kripke frames. We show that theseclasses of systems correspond to the same logic. Moreover, this logic is alsothe same as that generated by the larger class of weakly directed frames. Weprovide a sound and complete axiomatization, S5WDn, of this logic. Finally, weshow that under certain natural assumptions, in a model where knowledge evolvesover time, S5WDn characterizes the properties of knowledge not just at theinitial configuration, but also at all later configurations. In particular,this holds for homogeneous broadcast systems, which capture settings in whichagents are initially ignorant of each others local states, operatesynchronously, have perfect recall and can communicate only by broadcasting.;https://arxiv.org/abs/cs/9909019
arXiv:cs/9910016;[cs.AI];Computer Science > Artificial Intelligence;Probabilistic Agent Programs;[Submitted on 21 Oct 1999];Juergen Dix;Mirco Nanni;VS Subrahmanian;;;Agents are small programs that autonomously take actions based on changes intheir environment or ``state.'' Over the last few years, there have been anincreasing number of efforts to build agents that can interact and/orcollaborate with other agents. In one of these efforts, Eiter, Subrahmanian amdPick (AIJ, 108(1-2), pages 179-255) have shown how agents may be built on topof legacy code. However, their framework assumes that agent states arecompletely determined, and there is no uncertainty in an agent's state. Thus,their framework allows an agent developer to specify how his agents will reactwhen the agent is 100% sure about what is true/false in the world state. Inthis paper, we propose the concept of a \emph{probabilistic agent program} andshow how, given an arbitrary program written in any imperative language, we maybuild a declarative ``probabilistic'' agent program on top of it which supportsdecision making in the presence of uncertainty. We provide two alternativesemantics for probabilistic agent programs. We show that the second semantics,though more epistemically appealing, is more complex to compute. We providesound and complete algorithms to compute the semantics of \emph{positive} agentprograms.;https://arxiv.org/abs/cs/9910016
arXiv:cs/9910015;[cs.IR];Computer Science > Information Retrieval;PIPE: Personalizing Recommendations via Partial Evaluation;[Submitted on 18 Oct 1999 (;Naren Ramakrishnan;;;;;It is shown that personalization of web content can be advantageously viewedas a form of partial evaluation --- a technique well known in the programminglanguages community. The basic idea is to model a recommendation space as aprogram, then partially evaluate this program with respect to user preferences(and features) to obtain specialized content. This technique supports bothcontent-based and collaborative approaches, and is applicable to a range ofapplications that require automatic information integration from multiple websources. The effectiveness of this methodology is illustrated by two exampleapplications --- (i) personalizing content for visitors to the BlacksburgElectronic Village (;https://arxiv.org/abs/cs/9910015
arXiv:cs/9911012;[cs.AI];Computer Science > Artificial Intelligence;Cox's Theorem Revisited;[Submitted on 27 Nov 1999 (;Joseph Y. Halpern;;;;;The assumptions needed to prove Cox's Theorem are discussed and examined.Various sets of assumptions under which a Cox-style theorem can be proved areprovided, although all are rather strong and, arguably, not natural.;https://arxiv.org/abs/cs/9911012
arXiv:cs/0001002;[cs.CL];Computer Science > Computation and Language;Minimum Description Length and Compositionality;[Submitted on 4 Jan 2000];Wlodek Zadrozny;;;;;We present a non-vacuous definition of compositionality. It is based on theidea of combining the minimum description length principle with the originaldefinition of compositionality (that is, that the meaning of the whole is afunction of the meaning of the parts).;https://arxiv.org/abs/cs/0001002
arXiv:cs/0001015;[cs.AI];Computer Science > Artificial Intelligence;Multi-Agent Only Knowing;[Submitted on 19 Jan 2000];Joseph Y. Halpern;Gerhard Lakemeyer;;;;Levesque introduced a notion of ``only knowing'', with the goal of capturingcertain types of nonmonotonic reasoning. Levesque's logic dealt with only thecase of a single agent. Recently, both Halpern and Lakemeyer independentlyattempted to extend Levesque's logic to the multi-agent case. Although thereare a number of similarities in their approaches, there are some significantdifferences. In this paper, we reexamine the notion of only knowing, going backto first principles. In the process, we simplify Levesque's completeness proof,and point out some problems with the earlier definitions. This leads us toreconsider what the properties of only knowing ought to be. We provide an axiomsystem that captures our desiderata, and show that it has a semantics thatcorresponds to it. The axiom system has an added feature of interest: itincludes a modal operator for satisfiability, and thus provides a completeaxiomatization for satisfiability in the logic K45.;https://arxiv.org/abs/cs/0001015
arXiv:cs/0003082;[cs.LO];Computer Science > Logic in Computer Science;Representation results for defeasible logic;[Submitted on 30 Mar 2000];G. Antoniou;D. Billington;G. Governatori;M.J. Maher;;The importance of transformations and normal forms in logic programming, andgenerally in computer science, is well documented. This paper investigatestransformations and normal forms in the context of Defeasible Logic, a simplebut efficient formalism for nonmonotonic reasoning based on rules andpriorities. The transformations described in this paper have two main benefits:on one hand they can be used as a theoretical tool that leads to a deeperunderstanding of the formalism, and on the other hand they have been used inthe development of an efficient implementation of defeasible logic.;https://arxiv.org/abs/cs/0003082
